LINE TYPE,CHARGE CODE/ PACKAGE,CHARGE DESCRIPTION,DRG,CPT,HCPCS,MODIFIER,REV CODE,NDC,GROSS CHARGES,SELF PAY CASH PRICE,MIN NEGOTIATED RATE,MAX NEGOTIATED RATE,Aetna US Healthcare PPO/POS Out Net IP Rate,Aetna US Healthcare PPO/POS Out Net OP Rate,  Anaheim Memorial Medical Center HMO/POS/PPO IP Rate,  Anaheim Memorial Medical Center HMO/POS/PPO OP Rate,  Beech Street PPO IP Rate,  Beech Street PPO OP Rate,Blue Cross of California HMO/POS In Net IP Rate,Blue Cross of California HMO/POS In Net OP Rate,Blue Cross of California HMO/POS/PPO** IP Rate,Blue Cross of California HMO/POS/PPO** OP Rate,Blue Cross of California PPO/POS Out Net IP Rate,Blue Cross of California PPO/POS Out Net OP Rate,Blue Shield of California HMO/POS/PPO** IP Rate,Blue Shield of California HMO/POS/PPO** OP Rate,CalOPTIMA Direct IP Rate,CalOPTIMA Direct OP Rate,  CalOPTIMA Direct Medi-Cal Expansion IP Rate,  CalOPTIMA Direct Medi-Cal Expansion OP Rate,  CalOPTIMA OneCare IP Rate,  CalOPTIMA OneCare OP Rate,  Family Choice (Fountain Valley Reg Hosp) Medi-Cal/CalOPTIMA IP Rate,CHOC Health Alliance Medi-Cal/CalOPTIMA IP Rate,CHOC Health Alliance Medi-Cal/CalOPTIMA OP Rate,CHOC Physicians Network (CPN) Medi-Cal/CalOPTIMA/Healthy Familie IP Rate,CHOC Physicians Network (CPN) Medi-Cal/CalOPTIMA/Healthy Familie OP Rate,Cigna EPO/PPO** IP Rate,Cigna EPO/PPO** OP Rate,Cigna Healthcare of California HMO/POS In Net IP Rate,Cigna Healthcare of California HMO/POS In Net OP Rate,  Family Choice (Fountain Valley Reg Hosp) Medi-Cal/CalOPTIMA OP Rate,Health Net PPO/POS Out Net** IP Rate,Health Net PPO/POS Out Net** OP Rate,  Humana ChoiceCare PPO IP Rate,  Humana ChoiceCare PPO OP Rate,Inland Empire Health Plan Medi-Cal IP Rate,Inland Empire Health Plan Medi-Cal OP Rate,  Interplan Corporation PPO IP Rate,  Interplan Corporation PPO OP Rate,  La Salle Medical Associates HMO/POS In Net IP Rate,  La Salle Medical Associates HMO/POS In Net OP Rate,  Medi-Cal Out of County-LA Care IP Rate,  Medi-Cal Out of County-LA Care OP Rate,  Molina Medi-Cal IP Rate,  Molina Medi-Cal OP Rate,  Monarch Health Plan/Medi-Cal/Cal Optima IP Rate,  Monarch Health Plan/Medi-Cal/Cal Optima OP Rate,  MultiPlan PPO IP Rate,  MultiPlan PPO OP Rate,  National Provider Network PPO IP Rate,  National Provider Network PPO OP Rate,  PPO NEXT PPO IP Rate,  PPO NEXT PPO OP Rate,  Prospect Medical and Its Affiliated Medical Groups IP Rate,  Prospect Medical and Its Affiliated Medical Groups OP Rate,  State of CA Medical Assistance Commission CCS/Medi-Cal IP Rate,  State of CA Medical Assistance Commission CCS/Medi-Cal OP Rate,  Three Rivers Provider Network (TRPN) PPO IP Rate,  Three Rivers Provider Network (TRPN) PPO OP Rate,  UCI Medical Group HMO/POS in Net IP Rate,  UCI Medical Group HMO/POS in Net OP Rate,UnitedHealthcare HMO/POS In Net IP Rate,UnitedHealthcare HMO/POS In Net OP Rate,UnitedHealthcare PPO/POS Out Net IP Rate,UnitedHealthcare PPO/POS Out Net OP Rate,  USA Health Network PPO IP Rate,  USA Health Network PPO OP Rate
CDM,5383705,"KASHI HLA-A,B,C,DRB1,DQB1 TYP-HR",,86813,,,815,,$975.00,$975.00,$46.40,$877.50,,$440.73,,$585.00,,$780.00,,$203.55,,$198.10,,$203.55,,$633.75,,$61.71,,$61.71,,$61.71,,,$46.40,,$46.40,,$46.40,,$633.75,$46.40,,$651.30,,$780.00,,$114.61,,$780.00,,$633.75,,$60.32,,$53.36,,$51.55,,$780.00,,$828.75,,$780.00,,$536.25,,$46.40,,$877.50,,$633.75,,,,,,$828.75
CDM,5947690,"KASHI HLA-B TYP, INT RES",,86813,,,815,,$68.33,$68.33,$37.58,$68.33,,$68.33,,$41.00,,$54.66,,$68.33,,$68.33,,$68.33,,$44.41,,$61.71,,$61.71,,$61.71,,,$46.40,,$46.40,,$46.40,,$44.41,$46.40,,$45.64,,$54.66,,$68.33,,$54.66,,$44.41,,$60.32,,$53.36,,$51.55,,$54.66,,$58.08,,$54.66,,$37.58,,$46.40,,$61.50,,$44.41,,,,,,$58.08
CDM,5947691,"KASHI HLA-A TYP, INT RES",,86813,,,815,,$68.33,$68.33,$37.58,$68.33,,$68.33,,$41.00,,$54.66,,$68.33,,$68.33,,$68.33,,$44.41,,$61.71,,$61.71,,$61.71,,,$46.40,,$46.40,,$46.40,,$44.41,$46.40,,$45.64,,$54.66,,$68.33,,$54.66,,$44.41,,$60.32,,$53.36,,$51.55,,$54.66,,$58.08,,$54.66,,$37.58,,$46.40,,$61.50,,$44.41,,,,,,$58.08
CDM,5947689,KASHI HLA-DRB1 TYP-HR,,86817,,,815,,$195.00,$195.00,$57.81,$195.00,,$195.00,,$117.00,,$156.00,,$191.88,,$186.74,,$191.88,,$126.75,,$110.28,,$110.28,,$110.28,,,$82.92,,$82.92,,$82.92,,$126.75,$82.92,,$130.26,,$156.00,,$195.00,,$156.00,,$126.75,,$107.80,,$95.36,,$57.81,,$156.00,,$165.75,,$156.00,,$107.25,,$82.92,,$175.50,,$126.75,,,,,,$165.75
CDM,6235906,KASHI-HLA-DPB1 TYP-HR,,86817,,,815,,$195.00,$195.00,$57.81,$195.00,,$195.00,,$117.00,,$156.00,,$191.88,,$186.74,,$191.88,,$126.75,,$110.28,,$110.28,,$110.28,,,$82.92,,$82.92,,$82.92,,$126.75,$82.92,,$130.26,,$156.00,,$195.00,,$156.00,,$126.75,,$107.80,,$95.36,,$57.81,,$156.00,,$165.75,,$156.00,,$107.25,,$82.92,,$175.50,,$126.75,,,,,,$165.75
CDM,6235907,KASHI-KIR GENOTYPING,,86817,,,815,,$125.00,$125.00,$57.81,$125.00,,$125.00,,$75.00,,$100.00,,$125.00,,$125.00,,$125.00,,$81.25,,$110.28,,$110.28,,$110.28,,,$82.92,,$82.92,,$82.92,,$81.25,$82.92,,$83.50,,$100.00,,$125.00,,$100.00,,$81.25,,$107.80,,$95.36,,$57.81,,$100.00,,$106.25,,$100.00,,$68.75,,$82.92,,$112.50,,$81.25,,,,,,$106.25
CDM,6350131,"KASHI HLA-A,B-IR; DRB1-HR",,86817,,,815,,$325.00,$325.00,$57.81,$325.00,,$325.00,,$195.00,,$260.00,,$191.88,,$186.74,,$191.88,,$211.25,,$110.28,,$110.28,,$110.28,,,$82.92,,$82.92,,$82.92,,$211.25,$82.92,,$217.10,,$260.00,,$204.81,,$260.00,,$211.25,,$107.80,,$95.36,,$57.81,,$260.00,,$276.25,,$260.00,,$178.75,,$82.92,,$292.50,,$211.25,,,,,,$276.25
CDM,908015,DNR-CONFIRM TYP-US,,86821,,,815,,$590.00,$590.00,$19.49,$590.00,,$590.00,,$354.00,,$472.00,,$191.78,,$186.64,,$191.78,,$383.50,,$37.19,,$37.19,,$37.19,,,$27.96,,$27.96,,$27.96,,$383.50,$27.96,,$394.12,,$472.00,,$69.06,,$472.00,,$383.50,,$36.35,,$32.15,,$19.49,,$472.00,,$501.50,,$472.00,,$324.50,,$27.96,,$531.00,,$383.50,,,,,,$501.50
CDM,6466388,KASHI HLA-A TYP-HR,,86832,,,815,,$195.00,$195.00,$10.27,$195.00,,$195.00,,$117.00,,$156.00,,$195.00,,$195.00,,$195.00,,$126.75,,$13.66,,$13.66,,$13.66,,,$10.27,,$10.27,,$10.27,,$126.75,$10.27,,$130.26,,$156.00,,$25.37,,$156.00,,$126.75,,$13.35,,$11.81,,$10.27,,$156.00,,$165.75,,$156.00,,$107.25,,$10.27,,$175.50,,$126.75,,,,,,$165.75
CDM,6466389,KASHI HLA-B TYP-HR,,86832,,,815,,$195.00,$195.00,$10.27,$195.00,,$195.00,,$117.00,,$156.00,,$195.00,,$195.00,,$195.00,,$126.75,,$13.66,,$13.66,,$13.66,,,$10.27,,$10.27,,$10.27,,$126.75,$10.27,,$130.26,,$156.00,,$25.37,,$156.00,,$126.75,,$13.35,,$11.81,,$10.27,,$156.00,,$165.75,,$156.00,,$107.25,,$10.27,,$175.50,,$126.75,,,,,,$165.75
CDM,6466390,KASHI HLA-C TYP-HR,,86832,,,815,,$195.00,$195.00,$10.27,$195.00,,$195.00,,$117.00,,$156.00,,$195.00,,$195.00,,$195.00,,$126.75,,$13.66,,$13.66,,$13.66,,,$10.27,,$10.27,,$10.27,,$126.75,$10.27,,$130.26,,$156.00,,$25.37,,$156.00,,$126.75,,$13.35,,$11.81,,$10.27,,$156.00,,$165.75,,$156.00,,$107.25,,$10.27,,$175.50,,$126.75,,,,,,$165.75
CDM,6466422,KASHI HLA CLASS-I ANTIBODY ID,,86832,,,815,,$195.00,$195.00,$10.27,$195.00,,$195.00,,$117.00,,$156.00,,$195.00,,$195.00,,$195.00,,$126.75,,$13.66,,$13.66,,$13.66,,,$10.27,,$10.27,,$10.27,,$126.75,$10.27,,$130.26,,$156.00,,$25.37,,$156.00,,$126.75,,$13.35,,$11.81,,$10.27,,$156.00,,$165.75,,$156.00,,$107.25,,$10.27,,$175.50,,$126.75,,,,,,$165.75
CDM,6466392,KASHI HLA-DQB1 TYP-HR,,86833,,,815,,$195.00,$195.00,$10.27,$195.00,,$195.00,,$117.00,,$156.00,,$195.00,,$195.00,,$195.00,,$126.75,,$13.66,,$13.66,,$13.66,,,$10.27,,$10.27,,$10.27,,$126.75,$10.27,,$130.26,,$156.00,,$25.37,,$156.00,,$126.75,,$13.35,,$11.81,,$10.27,,$156.00,,$165.75,,$156.00,,$107.25,,$10.27,,$175.50,,$126.75,,,,,,$165.75
CDM,6466393,KASHI HLA-DRB3 TYP-HR,,86833,,,815,,$195.00,$195.00,$10.27,$195.00,,$195.00,,$117.00,,$156.00,,$195.00,,$195.00,,$195.00,,$126.75,,$13.66,,$13.66,,$13.66,,,$10.27,,$10.27,,$10.27,,$126.75,$10.27,,$130.26,,$156.00,,$25.37,,$156.00,,$126.75,,$13.35,,$11.81,,$10.27,,$156.00,,$165.75,,$156.00,,$107.25,,$10.27,,$175.50,,$126.75,,,,,,$165.75
CDM,6466394,KASHI HLA-DRB4 TYP-HR,,86833,,,815,,$195.00,$195.00,$10.27,$195.00,,$195.00,,$117.00,,$156.00,,$195.00,,$195.00,,$195.00,,$126.75,,$13.66,,$13.66,,$13.66,,,$10.27,,$10.27,,$10.27,,$126.75,$10.27,,$130.26,,$156.00,,$25.37,,$156.00,,$126.75,,$13.35,,$11.81,,$10.27,,$156.00,,$165.75,,$156.00,,$107.25,,$10.27,,$175.50,,$126.75,,,,,,$165.75
CDM,6466423,KASHI HLA CLASS-II ANTIBODY ID,,86833,,,815,,$195.00,$195.00,$10.27,$195.00,,$195.00,,$117.00,,$156.00,,$195.00,,$195.00,,$195.00,,$126.75,,$13.66,,$13.66,,$13.66,,,$10.27,,$10.27,,$10.27,,$126.75,$10.27,,$130.26,,$156.00,,$25.37,,$156.00,,$126.75,,$13.35,,$11.81,,$10.27,,$156.00,,$165.75,,$156.00,,$107.25,,$10.27,,$175.50,,$126.75,,,,,,$165.75
CDM,908290,DNR-INFCT DIS TEST-US,,86999,,,815,,$325.00,$325.00,$169.00,$292.50,,$169.00,,$195.00,,$260.00,,,,,,,,$211.25,,,,,,,,,,,,,,,$211.25,,,$217.10,,$260.00,,,,$260.00,,$211.25,,,,,,,,$260.00,,$276.25,,$260.00,,$178.75,,,,$292.50,,$211.25,,,,,,$276.25
CDM,971320,BUSULFAN PHARMACO SHIPPING,,99001,,,815,,$175.00,$175.00,$35.19,$157.50,,$91.00,,$105.00,,$140.00,,$36.16,,$35.19,,$36.16,,$113.75,,,,,,,,,,,,,,,$113.75,,,$116.90,,$140.00,,,,$140.00,,$113.75,,,,,,,,$140.00,,$148.75,,$140.00,,$96.25,,,,$157.50,,$113.75,,,,,,$148.75
CDM,5383690,KASHI SAMPLE SHIP-DOM,,99001,,,815,,$50.00,$50.00,$26.00,$45.00,,$26.00,,$30.00,,$40.00,,$36.16,,$35.19,,$36.16,,$32.50,,,,,,,,,,,,,,,$32.50,,,$33.40,,$40.00,,,,$40.00,,$32.50,,,,,,,,$40.00,,$42.50,,$40.00,,$27.50,,,,$45.00,,$32.50,,,,,,$42.50
CDM,6476836,KASHI STAT TESTING-OVERNIGHT,,99050,,,815,,$600.00,$600.00,$312.00,$540.00,,$312.00,,$360.00,,$480.00,,$432.12,,$492.00,,$432.12,,$390.00,,,,,,,,,,,,,,,$390.00,,,$400.80,,$480.00,,,,$480.00,,$390.00,,,,,,,,$480.00,,$510.00,,$480.00,,$330.00,,,,$540.00,,$390.00,,,,,,$510.00
CDM,6476837,KASHI STAT TESTING-STANDARD,,99051,,,815,,$300.00,$300.00,$156.00,$270.00,,$156.00,,$180.00,,$240.00,,$216.06,,$246.00,,$216.06,,$195.00,,,,,,,,,,,,,,,$195.00,,,$200.40,,$240.00,,,,$240.00,,$195.00,,,,,,,,$240.00,,$255.00,,$240.00,,$165.00,,,,$270.00,,$195.00,,,,,,$255.00
CDM,908003,DNR-CONFIRM TYP-JP,,,,,815,,"$1,045.00","$1,045.00",$543.40,$940.50,,$543.40,,$627.00,,$836.00,,$752.61,,$856.90,,$752.61,,$679.25,,,,,,,,,,,,,,,$679.25,,,$698.06,,$836.00,,,,$836.00,,$679.25,,,,,,,,$836.00,,$888.25,,$836.00,,$574.75,,,,$940.50,,$679.25,,,,,,$888.25
CDM,1164259,MARROW-COLLECTION-D1,,38204,,,819,,"$46,870.00","$46,870.00","$6,757.00","$42,183.00",,"$24,372.40",,"$28,122.00",,"$37,496.00",,"$8,884.00",,,,"$8,884.00",,"$30,465.50",,,,,,,,,,,,,,,"$6,757.00",,,"$31,309.16",,"$37,496.00",,,,"$37,496.00",,"$30,465.50",,,,,,,,"$37,496.00",,"$39,839.50",,"$37,496.00",,"$25,778.50",,,,"$42,183.00",,"$30,465.50",,,,,,"$39,839.50"
CDM,6623773,SUPPLIER ACTIVATION FEE,,38204,,,819,,"$1,375.00","$1,375.00",$715.00,"$1,237.50",,$715.00,,$825.00,,"$1,100.00",,$990.27,,,,$990.27,,$893.75,,,,,,,,,,,,,,,$893.75,,,$918.50,,"$1,100.00",,,,"$1,100.00",,$893.75,,,,,,,,"$1,100.00",,"$1,168.75",,"$1,100.00",,$756.25,,,,"$1,237.50",,$893.75,,,,,,"$1,168.75"
CDM,6626250,MARROW-PHYS EXAM-DB,,38204,,,819,,"$2,750.00","$2,750.00","$1,430.00","$2,475.00",,"$1,430.00",,"$1,650.00",,"$2,200.00",,"$1,980.55",,,,"$1,980.55",,"$1,787.50",,,,,,,,,,,,,,,"$1,787.50",,,"$1,837.00",,"$2,200.00",,,,"$2,200.00",,"$1,787.50",,,,,,,,"$2,200.00",,"$2,337.50",,"$2,200.00",,"$1,512.50",,,,"$2,475.00",,"$1,787.50",,,,,,"$2,337.50"
CDM,6630715,NMDP-BUCCAL SWAB SAMPLE,,38204,,,819,,$210.00,$210.00,$109.20,$189.00,,$109.20,,$126.00,,$168.00,,$151.24,,,,$151.24,,$136.50,,,,,,,,,,,,,,,$136.50,,,$140.28,,$168.00,,,,$168.00,,$136.50,,,,,,,,$168.00,,$178.50,,$168.00,,$115.50,,,,$189.00,,$136.50,,,,,,$178.50
CDM,6612696,MNC-APHERESIS COLLECTION,,38205,,,819,,"$19,700.00","$19,700.00",$67.76,"$17,730.00",,"$10,244.00",,"$11,820.00",,"$15,760.00",,"$8,884.00",,,,"$8,884.00",,"$12,805.00",,$90.12,,$90.12,,$90.12,,,$67.76,,$67.76,,$67.76,,"$6,757.00",$67.76,,"$13,159.60",,"$15,760.00",,$167.37,,"$15,760.00",,"$12,805.00",,$88.09,,$77.92,,$67.76,,"$15,760.00",,"$16,745.00",,"$15,760.00",,"$10,835.00",,$67.76,,"$17,730.00",,"$12,805.00",,,,,,"$16,745.00"
CDM,968524,CORD BLOOD CRYOPRES,,38207,,,819,,"$5,348.00","$5,348.00","$2,780.96","$4,813.20",,"$2,780.96",,"$3,208.80",,"$4,278.40",,"$3,851.63",,,,"$3,851.63",,"$3,476.20",,,,,,,,,,,,,,,"$3,476.20",,,"$3,572.46",,"$4,278.40",,,,"$4,278.40",,"$3,476.20",,,,,,,,"$4,278.40",,"$4,545.80",,"$4,278.40",,"$2,941.40",,,,"$4,813.20",,"$3,476.20",,,,,,"$4,545.80"
CDM,907977,BN MAR/PSC THAWING,,38208,,,819,,"$1,736.00","$1,736.00",$902.72,"$1,562.40",,$902.72,,"$1,041.60",,"$1,388.80",,"$1,250.27",,,,"$1,250.27",,"$1,128.40",,,,,,,,,,,,,,,"$1,128.40",,,"$1,159.65",,"$1,388.80",,,,"$1,388.80",,"$1,128.40",,,,,,,,"$1,388.80",,"$1,475.60",,"$1,388.80",,$954.80,,,,"$1,562.40",,"$1,128.40",,,,,,"$1,475.60"
CDM,907909,ALLO BM RBC PLASMA DEPLETION,,38212,,,819,,"$2,346.00","$2,346.00","$1,219.92","$2,111.40",,"$1,219.92",,"$1,407.60",,"$1,876.80",,"$1,689.59",,,,"$1,689.59",,"$1,524.90",,,,,,,,,,,,,,,"$1,524.90",,,"$1,567.13",,"$1,876.80",,,,"$1,876.80",,"$1,524.90",,,,,,,,"$1,876.80",,"$1,994.10",,"$1,876.80",,"$1,290.30",,,,"$2,111.40",,"$1,524.90",,,,,,"$1,994.10"
CDM,907917,ALLO PBSC RBC PLASMA DEPLETION,,38214,,,819,,"$3,046.00","$3,046.00","$1,583.92","$2,741.40",,"$1,583.92",,"$1,827.60",,"$2,436.80",,"$2,193.73",,,,"$2,193.73",,"$1,979.90",,,,,,,,,,,,,,,"$1,979.90",,,"$2,034.73",,"$2,436.80",,,,"$2,436.80",,"$1,979.90",,,,,,,,"$2,436.80",,"$2,589.10",,"$2,436.80",,"$1,675.30",,,,"$2,741.40",,"$1,979.90",,,,,,"$2,589.10"
CDM,907961,CELL CONCENTRATION,,38215,,,819,,"$22,850.00","$22,850.00","$6,757.00","$20,565.00",,"$11,882.00",,"$13,710.00",,"$18,280.00",,"$8,884.00",,,,"$8,884.00",,"$14,852.50",,,,,,,,,,,,,,,"$6,757.00",,,"$15,263.80",,"$18,280.00",,,,"$18,280.00",,"$14,852.50",,,,,,,,"$18,280.00",,"$19,422.50",,"$18,280.00",,"$12,567.50",,,,"$20,565.00",,"$14,852.50",,,,,,"$19,422.50"
CDM,6466413,"CORD-HR, A,B,C,DRB1,DQB1, DPB1 TYP STD-169",,86813,,,819,,"$1,340.00","$1,340.00",$46.40,"$1,206.00",,$440.73,,$804.00,,"$1,072.00",,$203.55,,$198.10,,$203.55,,$871.00,,$61.71,,$61.71,,$61.71,,,$46.40,,$46.40,,$46.40,,$871.00,$46.40,,$895.12,,"$1,072.00",,$114.61,,"$1,072.00",,$871.00,,$60.32,,$53.36,,$51.55,,"$1,072.00",,"$1,139.00",,"$1,072.00",,$737.00,,$46.40,,"$1,206.00",,$871.00,,,,,,"$1,139.00"
CDM,6629243,KASHI-HLA-DPB1 TYP-IR,,86817,,,819,,$75.00,$75.00,$41.25,$86.25,,$75.00,,$45.00,,$60.00,,$75.00,,$75.00,,$75.00,,$48.75,,$75.00,,$75.00,,$75.00,,,$75.00,,$75.00,,$75.00,,$48.75,$75.00,,$50.10,,$60.00,,$75.00,,$60.00,,$48.75,,$75.00,,$86.25,,$57.81,,$60.00,,$63.75,,$60.00,,$41.25,,$75.00,,$67.50,,$48.75,,,,,,$63.75
CDM,1164250,DNR-CONFIRM TYP-D1,,86821,,,819,,$590.00,$590.00,$19.49,$590.00,,$590.00,,$354.00,,$472.00,,$191.78,,$186.64,,$191.78,,$383.50,,$37.19,,$37.19,,$37.19,,,$27.96,,$27.96,,$27.96,,$383.50,$27.96,,$394.12,,$472.00,,$69.06,,$472.00,,$383.50,,$36.35,,$32.15,,$19.49,,$472.00,,$501.50,,$472.00,,$324.50,,$27.96,,$531.00,,$383.50,,,,,,$501.50
CDM,6293912,DNR-CONFIRM TYP-D3,,86821,,,819,,$590.00,$590.00,$19.49,$590.00,,$590.00,,$354.00,,$472.00,,$191.78,,$186.64,,$191.78,,$383.50,,$37.19,,$37.19,,$37.19,,,$27.96,,$27.96,,$27.96,,$383.50,$27.96,,$394.12,,$472.00,,$69.06,,$472.00,,$383.50,,$36.35,,$32.15,,$19.49,,$472.00,,$501.50,,$472.00,,$324.50,,$27.96,,$531.00,,$383.50,,,,,,$501.50
CDM,6592635,DNR-CT-TUBE OF BLOOD-DB,,86821,,,819,,$590.00,$590.00,$19.49,$590.00,,$590.00,,$354.00,,$472.00,,$191.78,,$186.64,,$191.78,,$383.50,,$37.19,,$37.19,,$37.19,,,$27.96,,$27.96,,$27.96,,$383.50,$27.96,,$394.12,,$472.00,,$69.06,,$472.00,,$383.50,,$36.35,,$32.15,,$19.49,,$472.00,,$501.50,,$472.00,,$324.50,,$27.96,,$531.00,,$383.50,,,,,,$501.50
CDM,6602569,DNR-TUBE OF BLOOD (BLOOD SAMPLE)-US,,86821,,,819,,$425.00,$425.00,$19.49,$425.00,,$425.00,,$255.00,,$340.00,,$191.78,,$186.64,,$191.78,,$276.25,,$37.19,,$37.19,,$37.19,,,$27.96,,$27.96,,$27.96,,$276.25,$27.96,,$283.90,,$340.00,,$69.06,,$340.00,,$276.25,,$36.35,,$32.15,,$19.49,,$340.00,,$361.25,,$340.00,,$233.75,,$27.96,,$382.50,,$276.25,,,,,,$361.25
CDM,6626253,MARROW-AUTOLOG BLD-DB,,86890,,,819,,$875.00,$875.00,$153.71,$787.50,,$647.46,,$525.00,,$700.00,,$157.94,,$153.71,,$157.94,,$568.75,,,,,,,,,,,,,,,$568.75,,,$584.50,,$700.00,,,,$700.00,,$568.75,,,,,,,,$700.00,,$743.75,,$700.00,,$481.25,,,,$787.50,,$568.75,,,,,,$743.75
CDM,1164256,DNR-INFCT DIS TEST-D1,,86999,,,819,,$475.00,$475.00,$247.00,$427.50,,$247.00,,$285.00,,$380.00,,,,,,,,$308.75,,,,,,,,,,,,,,,$308.75,,,$317.30,,$380.00,,,,$380.00,,$308.75,,,,,,,,$380.00,,$403.75,,$380.00,,$261.25,,,,$427.50,,$308.75,,,,,,$403.75
CDM,1183876,DNR-IDM & CENTRAL LAB-D1,,86999,,,819,,"$1,050.00","$1,050.00",$546.00,$945.00,,$546.00,,$630.00,,$840.00,,,,,,,,$682.50,,,,,,,,,,,,,,,$682.50,,,$701.40,,$840.00,,,,$840.00,,$682.50,,,,,,,,$840.00,,$892.50,,$840.00,,$577.50,,,,$945.00,,$682.50,,,,,,$892.50
CDM,6293913,DNR-INFCT DIS TEST-D3,,86999,,,819,,$475.00,$475.00,$247.00,$427.50,,$247.00,,$285.00,,$380.00,,,,,,,,$308.75,,,,,,,,,,,,,,,$308.75,,,$317.30,,$380.00,,,,$380.00,,$308.75,,,,,,,,$380.00,,$403.75,,$380.00,,$261.25,,,,$427.50,,$308.75,,,,,,$403.75
CDM,6466398,DNR-INFCT DIS TEST-DB,,86999,,,819,,$475.00,$475.00,$247.00,$427.50,,$247.00,,$285.00,,$380.00,,,,,,,,$308.75,,,,,,,,,,,,,,,$308.75,,,$317.30,,$380.00,,,,$380.00,,$308.75,,,,,,,,$380.00,,$403.75,,$380.00,,$261.25,,,,$427.50,,$308.75,,,,,,$403.75
CDM,6623768,DNR-INFCT DIS TEST-JP,,86999,,,819,,$625.00,$625.00,$325.00,$562.50,,$325.00,,$375.00,,$500.00,,,,,,,,$406.25,,,,,,,,,,,,,,,$406.25,,,$417.50,,$500.00,,,,$500.00,,$406.25,,,,,,,,$500.00,,$531.25,,$500.00,,$343.75,,,,$562.50,,$406.25,,,,,,$531.25
CDM,6639729,DNR-INFCT DIS TEST-TW,,86999,,,819,,$740.00,$740.00,$384.80,$666.00,,$384.80,,$444.00,,$592.00,,,,,,,,$481.00,,,,,,,,,,,,,,,$481.00,,,$494.32,,$592.00,,,,$592.00,,$481.00,,,,,,,,$592.00,,$629.00,,$592.00,,$407.00,,,,$666.00,,$481.00,,,,,,$629.00
CDM,1164263,MARROW-PHYS EXAM-D1,,99204,,,819,,"$2,735.00","$2,735.00",$79.06,"$2,461.50",,"$1,422.20",,"$1,641.00",,"$2,188.00",,"$1,969.75",,"$2,242.70",,"$1,969.75",,"$1,777.75",,$105.15,,$105.15,,$105.15,,,$79.06,,$79.06,,$79.06,,"$1,777.75",$79.06,,"$1,826.98",,"$2,188.00",,$244.11,,"$2,188.00",,"$1,777.75",,$102.78,,$90.92,,$98.83,,"$2,188.00",,"$2,324.75",,"$2,188.00",,"$1,504.25",,$79.06,,"$2,461.50",,"$1,777.75",,,,,,"$2,324.75"
CDM,907931,DNR-CONFIRM TYP-AU,,,,,819,,"$1,505.00","$1,505.00",$782.60,"$1,354.50",,$782.60,,$903.00,,"$1,204.00",,"$1,083.90",,"$1,234.10",,"$1,083.90",,$978.25,,,,,,,,,,,,,,,$978.25,,,"$1,005.34",,"$1,204.00",,,,"$1,204.00",,$978.25,,,,,,,,"$1,204.00",,"$1,279.25",,"$1,204.00",,$827.75,,,,"$1,354.50",,$978.25,,,,,,"$1,279.25"
CDM,907935,DNR-INFCT DIS TEST-AU,,,,,819,,$720.00,$720.00,$374.40,$648.00,,$374.40,,$432.00,,$576.00,,$518.54,,$590.40,,$518.54,,$468.00,,,,,,,,,,,,,,,$468.00,,,$480.96,,$576.00,,,,$576.00,,$468.00,,,,,,,,$576.00,,$612.00,,$576.00,,$396.00,,,,$648.00,,$468.00,,,,,,$612.00
CDM,908011,DNR-CONFIRM TYP-TW,,,,,819,,"$1,265.00","$1,265.00",$657.80,"$1,138.50",,$657.80,,$759.00,,"$1,012.00",,$911.05,,"$1,037.30",,$911.05,,$822.25,,,,,,,,,,,,,,,$822.25,,,$845.02,,"$1,012.00",,,,"$1,012.00",,$822.25,,,,,,,,"$1,012.00",,"$1,075.25",,"$1,012.00",,$695.75,,,,"$1,138.50",,$822.25,,,,,,"$1,075.25"
CDM,1164262,MARROW-DNR INFO-D1,,,,,819,,$840.00,$840.00,$436.80,$756.00,,$436.80,,$504.00,,$672.00,,$604.97,,$688.80,,$604.97,,$546.00,,,,,,,,,,,,,,,$546.00,,,$561.12,,$672.00,,,,$672.00,,$546.00,,,,,,,,$672.00,,$714.00,,$672.00,,$462.00,,,,$756.00,,$546.00,,,,,,$714.00
CDM,6602934,MARROW-COLLECTION-DB,,,,,819,,"$42,340.00","$42,340.00","$5,852.00","$38,106.00",,"$22,016.80",,"$25,404.00",,"$33,872.00",,"$8,884.00",,"$5,852.00",,"$8,884.00",,"$27,521.00",,,,,,,,,,,,,,,"$6,757.00",,,"$28,283.12",,"$33,872.00",,,,"$33,872.00",,"$27,521.00",,,,,,,,"$33,872.00",,"$35,989.00",,"$33,872.00",,"$23,287.00",,,,"$38,106.00",,"$27,521.00",,,,,,"$35,989.00"
CDM,6626251,PBSC-CANCEL-DB,,,,,819,,"$2,825.00","$2,825.00","$1,469.00","$2,542.50",,"$1,469.00",,"$1,695.00",,"$2,260.00",,"$2,034.57",,"$2,316.50",,"$2,034.57",,"$1,836.25",,,,,,,,,,,,,,,"$1,836.25",,,"$1,887.10",,"$2,260.00",,,,"$2,260.00",,"$1,836.25",,,,,,,,"$2,260.00",,"$2,401.25",,"$2,260.00",,"$1,553.75",,,,"$2,542.50",,"$1,836.25",,,,,,"$2,401.25"
